,sorted_formula,host_material,Model,Model_Type,Value,Temperature_Value,Value_Average,Temperature_Average,source
0,GeSi,GeSi,Seebeck,,"[0.0003, 0.00039999999999999996]",[873.0],0.00035000000000000005,873.0,JMC_data
1,GeSi,GeSi,Seebeck,,"[0.00019999999999999998, 0.00039999999999999996]",[873.0],0.00030000000000000003,873.0,JMC_data
2,CuS,CuS,Seebeck,,[1.91e-06],[293.0],1.91e-06,293.0,JMC_data
3,SbZn,SbZn,Seebeck,,[0.000196],[295],0.000196,295.0,JMC_data
4,GeTe,GeTe,Seebeck,,"[3.5e-05, 7.999999999999999e-05]",[300.0],5.7499999999999995e-05,300.0,JMC_data
5,GeTe,GeTe,Seebeck,,[0.00016999999999999999],[300.0],0.00017,300.0,JMC_data
6,Ag30Ca300Co397O900,Ca3Co4O9,Seebeck,,[9.499999999999999e-05],[300.0],9.499999999999999e-05,300.0,JMC_data
7,BOS,None,Seebeck,,[5.8899999999999995e-05],[820.0],5.8899999999999995e-05,820.0,JMC_data
8,BOS,None,Seebeck,,[5.8899999999999995e-05],[820.0],5.8899999999999995e-05,820.0,JMC_data
9,BOS,None,Seebeck,,[5.8899999999999995e-05],[820.0],5.8899999999999995e-05,820.0,JMC_data
10,CuFeO2,CuFeO2,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
11,CeFe4Sb12,CeFe4Sb12,Seebeck,,[7.5e-05],[295],7.5e-05,295.0,JMC_data
12,CoSb3,CoSb3,Seebeck,,[0.00022999999999999998],[295],0.00023,295.0,JMC_data
13,CoSnTa,None,Seebeck,,[0.00024941],[1000.0],0.00024941,1000.0,JMC_data
14,NbO15Sr5Ti4,O3SrTi,Seebeck,,[-0.00017999999999999998],[1000.0],-0.00018,1000.0,JMC_data
15,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
16,SnTe,SnTe,Seebeck,,"[4.9999999999999996e-05, 7.5e-05]",[295],6.25e-05,295.0,JMC_data
17,LaMo8O14,LaMo8O14,Seebeck,,[-3.7e-05],[295],-3.7e-05,295.0,JMC_data
18,CeMo8O14,CeMo5O8,Seebeck,,[-4.9e-05],[295],-4.9e-05,295.0,JMC_data
19,Mo8NdO14,Mo8NdO14,Seebeck,,[-1.8e-05],[295],-1.8e-05,295.0,JMC_data
20,Mo8O14Sm,Mo8O14Sm,Seebeck,,[-1.2e-05],[295],-1.2e-05,295.0,JMC_data
21,Mo8NdO14,Mo8NdO14,Seebeck,,[-6.2e-05],[1000.0],-6.2e-05,1000.0,JMC_data
22,PbTe,PbTe,Seebeck,,[0.0006797999999999999],[295],0.0006797999999999999,295.0,JMC_data
23,PbTe,PbTe,Seebeck,,[0.00019549999999999998],[295],0.0001955,295.0,JMC_data
24,AgBi50Sb149Te300,BiSb3Te6,Seebeck,,[0.00010499999999999999],[300.0],0.000105,300.0,JMC_data
25,O473Ti250,O17Ti9,Seebeck,,[-0.00015999999999999999],[750.0],-0.00016,750.0,JMC_data
26,LaMo8O14,LaMo8O14,Seebeck,,[-0.000137],[295],-0.00013700000000000002,295.0,JMC_data
27,Mo8NdO14,Mo8NdO14,Seebeck,,[-2.8e-05],[295],-2.8000000000000006e-05,295.0,JMC_data
28,CrCuSe2,CrCuSe2,Seebeck,,[9.999999999999999e-05],[2.0],0.0001,2.0,JMC_data
29,Cu2Si2Yb,Cu2Si2Yb,Seebeck,,[-2.8e-05],[295],-2.8000000000000006e-05,295.0,JMC_data
30,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00028],[1000.0],0.00028000000000000003,1000.0,JMC_data
31,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00016999999999999999],[973.0],0.00017,973.0,JMC_data
32,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00018999999999999998],[973.0],0.00019,973.0,JMC_data
33,PbSe,PbSe,Seebeck,,[0.000137],[293.0],0.00013700000000000002,293.0,JMC_data
34,CaTe,CaTe,Seebeck,,[5.6999999999999996e-05],[300.0],5.6999999999999996e-05,300.0,JMC_data
35,B66Er,B,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
36,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.000173],[1000.0],0.000173,1000.0,JMC_data
37,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.000164],[650.0],0.000164,650.0,JMC_data
38,CoLaO3,CoLaO3,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
39,BCu,None,Seebeck,,[2.9999999999999997e-05],[773.0],3.000000000000001e-05,773.0,JMC_data
40,PbTe,PbTe,Seebeck,,[0.000196],[295],0.000196,295.0,JMC_data
41,O2Ti,O2Ti,Seebeck,,[-9.999999999999999e-05],[390.0],-0.0001,390.0,JMC_data
42,Bi2Cu2O4Se2Y,Bi2Cu2O4Se2Y,Seebeck,,[1.9999999999999998e-05],"[300.0, 873.0]",2e-05,586.5,JMC_data
43,GePdZr,GePdZr,Seebeck,,[0.000237],[295],0.000237,295.0,JMC_data
44,Cu2LaSi2,Cu2LaSi2,Seebeck,,[2e-06],[90.0],2e-06,90.0,JMC_data
45,CdSb2Yb2,CdSb2Yb2,Seebeck,,[0.000217],[295],0.000217,295.0,JMC_data
46,CO,C10MnO10Re,Seebeck,,[0.000167],[873.0],0.000167,873.0,JMC_data
47,Mn51Te49,MnTe,Seebeck,,[0.000414],[773.0],0.000414,773.0,JMC_data
48,O3SrTi,O3SrTi,Seebeck,,[-0.000198],[295],-0.000198,295.0,JMC_data
49,AlCeCu4,AlCeCu4,Seebeck,,[8.5e-06],[27.0],8.5e-06,27.0,JMC_data
50,InSe,InSe,Seebeck,,[-0.00018899999999999999],[300.0],-0.00018899999999999999,300.0,JMC_data
51,Cu27S26Sb8,Cu3S3Sb,Seebeck,,[0.000188],[723.0],0.000188,723.0,JMC_data
52,Bi9SbTe15,Bi2Te3,Seebeck,,[0.00013199999999999998],[298.0],0.00013199999999999998,298.0,JMC_data
53,Al3Yb,Al3Yb,Seebeck,,[-8.999999999999999e-05],[295],-9e-05,295.0,JMC_data
54,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[823.0],0.0001,823.0,JMC_data
55,Co9Na10NiO20,CoNaO2,Seebeck,,[0.000116],[373.0],0.000116,373.0,JMC_data
56,BiSb3Te6,BiSb3Te6,Seebeck,,[0.000215],[295],0.000215,295.0,JMC_data
57,BiSb3Te6,BiSb3Te6,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
58,CdS4Y2,CdS4Y2,Seebeck,,[0.003028],[295],0.0030280000000000003,295.0,JMC_data
59,GeSi,GeSi,Seebeck,,[0.00010999999999999999],[550.0],0.00011,550.0,JMC_data
60,BiCuOSe,BiCuOSe,Seebeck,,[0.00035299999999999996],[300.0],0.00035299999999999996,300.0,JMC_data
61,Bi7Cu8MgO8Se8,BiCuOSe,Seebeck,,[0.000222],[300.0],0.00022200000000000006,300.0,JMC_data
62,layered,None,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
63,Cu2Se3Sn,Cu2Se3Sn,Seebeck,,[0.000166],[350.0],0.000166,350.0,JMC_data
64,Cu12S13Sb4,Cu12S13Sb4,Seebeck,,[0.00014199999999999998],[623.0],0.00014199999999999998,623.0,JMC_data
65,Cu10Mn2S13Sb4,Cu10Mn2S13Sb4,Seebeck,,[0.000328],[575.0],0.000328,575.0,JMC_data
66,pristine,None,Seebeck,,[2.9999999999999997e-05],[300.0],3.000000000000001e-05,300.0,JMC_data
67,GeTe,GeTe,Seebeck,,[0.00011999999999999999],[300.0],0.00012000000000000004,300.0,JMC_data
68,GeTe,GeTe,Seebeck,,[3.4e-05],[300.0],3.4e-05,300.0,JMC_data
69,GeTe,GeTe,Seebeck,,[3.2e-05],[300.0],3.2e-05,300.0,JMC_data
70,GeTe,GeTe,Seebeck,,[0.000125],[300.0],0.000125,300.0,JMC_data
71,Bi3Ge47Te50,GeTe,Seebeck,,[7e-05],[300.0],7.000000000000001e-05,300.0,JMC_data
72,Bi12Ge187InTe200,GeTe,Seebeck,,[0.000122],[300.0],0.000122,300.0,JMC_data
73,Bi6Ge93InTe100,GeTe,Seebeck,,[0.00024599999999999996],[720.0],0.000246,720.0,JMC_data
74,Ag2InSbTe4,None,Seebeck,,[0.00015999999999999999],[300.0],0.00016,300.0,JMC_data
75,AgSbTe2,AgSbTe2,Seebeck,,[0.00023999999999999998],[300.0],0.0002400000000000001,300.0,JMC_data
76,Al3Yb,Al3Yb,Seebeck,,[-8.999999999999999e-05],[295],-9e-05,295.0,JMC_data
77,S,S,Seebeck,,"[0.0005, 0.00061]",[300.0],0.0005549999999999999,300.0,JMC_data
78,CuS,CuS,Seebeck,,[1.85e-06],[300.0],1.85e-06,300.0,JMC_data
79,CdCsInSe3,None,Seebeck,,[0.00017999999999999998],[800.0],0.00018,800.0,JMC_data
80,SeSn,SeSn,Seebeck,,[0.00052],[300.0],0.0005200000000000001,300.0,JMC_data
81,FeSb2,FeSb2,Seebeck,,[-0.045],[10.0],-0.045,10.0,JMC_data
82,PtSb2,PtSb2,Seebeck,,[-0.0007999999999999999],[30.0],-0.0008,30.0,JMC_data
83,CrSi2,CrSi2,Seebeck,,[0.00010499999999999999],[295],0.000105,295.0,JMC_data
84,CrSi2,CrSi2,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
85,Bi200Cu7Te300,Bi2Te3,Seebeck,,[-0.000236],[300.0],-0.000236,300.0,JMC_data
86,Bi2S3,Bi2S3,Seebeck,,[0.00045],"[323.0, 573.0]",0.00045,448.0,JMC_data
87,Cr2O3,Cr2O3,Seebeck,,"[0.0034999999999999996, 0.0045]",[295],0.004,295.0,JMC_data
88,Cr2O3,Cr2O3,Seebeck,,[-8.623e-05],[773.0],-8.623e-05,773.0,JMC_data
89,SeSn,SeSn,Seebeck,,[0.00052],[295],0.0005200000000000001,295.0,JMC_data
90,OSn,OSn,Seebeck,,[0.00066],[295],0.0006600000000000001,295.0,JMC_data
91,AuPd,AuPd,Seebeck,,[-3.5e-05],[295],-3.5e-05,295.0,JMC_data
92,CNTs,None,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
93,Bi2Te3,Bi2Te3,Seebeck,,[4.9999999999999996e-05],[295],5e-05,295.0,JMC_data
94,ErPdSb,ErPdSb,Seebeck,,[0.00015],[295],0.00015,295.0,JMC_data
95,ErPdSb,ErPdSb,Seebeck,,[0.00015],[300.0],0.00015,300.0,JMC_data
96,ErPdSb,ErPdSb,Seebeck,,[-4.5e-06],[300.0],-4.5e-06,300.0,JMC_data
97,PbS,PbS,Seebeck,,[-4.9999999999999996e-05],[300.0],-5e-05,300.0,JMC_data
98,CoSb3,CoSb3,Seebeck,,[-9.340000000000001e-05],[525.0],-9.34e-05,525.0,JMC_data
99,Se2Sn,Se2Sn,Seebeck,,[0.00018999999999999998],[300.0],0.00019,300.0,JMC_data
100,AlAs3Sr3,AlAs3Sr3,Seebeck,,[0.00027],[350.0],0.00027,350.0,JMC_data
101,MgMnO3,MgMnO3,Seebeck,,[2.3129999999999997e-05],[295],2.313e-05,295.0,JMC_data
102,CaMnO,None,Seebeck,,[350.0],[295],350.0,295.0,JMC_data
103,PbS,PbS,Seebeck,,[8.3e-05],[523.0],8.3e-05,523.0,JMC_data
104,Pt,Pt,Seebeck,,[0.00019999999999999998],[993.0],0.0002,993.0,JMC_data
105,S,S,Seebeck,,[0.000335],[295],0.000335,295.0,JMC_data
106,CePd3,CePd3,Seebeck,,"[9.999999999999999e-05, 0.00011999999999999999]",[150.0],0.00011,150.0,JMC_data
107,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
108,Ga8Ge15Sr4,None,Seebeck,,[-0.00031999999999999997],[295],-0.00032,295.0,JMC_data
109,AlB14Mg,Al2B28Mg,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
110,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
111,CoO5Sr2Tl,None,Seebeck,,[0.00019999999999999998],[150.0],0.0002,150.0,JMC_data
112,CoO2,CoO2,Seebeck,,[0.0001],[300.0],0.0001,300.0,JMC_data
113,Sb2Te3,Sb2Te3,Seebeck,,[7.999999999999999e-05],[923.0],8e-05,923.0,JMC_data
114,ET,None,Seebeck,,[-0.00045],[295],-0.00045,295.0,JMC_data
115,O2Ti,O2Ti,Seebeck,,[-0.0006],[295],-0.0006000000000000001,295.0,JMC_data
116,OxTi,None,Seebeck,,[-0.000518],[350.0],-0.000518,350.0,JMC_data
117,Cu2O,Cu2O,Seebeck,,[0.00105],[923.0],0.0010500000000000002,923.0,JMC_data
118,OPb,OPb,Seebeck,,[-0.00039999999999999996],[295],-0.0004,295.0,JMC_data
119,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00015],[1000.0],0.00015,1000.0,JMC_data
120,Ba20Bi18Oy10Rh19,None,Seebeck,,[0.000125],[295],0.000125,295.0,JMC_data
121,Fe2O3,Fe2O3,Seebeck,,[0.00165],"[270.0, 290.0]",0.0016500000000000002,280.0,JMC_data
122,Cr2O3,Cr2O3,Seebeck,,"[0.0034999999999999996, 0.0045]",[295],0.004,295.0,JMC_data
123,Cu,Cu,Seebeck,,[3.9999999999999996e-05],[295],4e-05,295.0,JMC_data
124,O2Zr,O2Zr,Seebeck,,[0.00014],[700.0],0.00014,700.0,JMC_data
125,PbTe,PbTe,Seebeck,,[0.00043799999999999997],[420.0],0.00043799999999999997,420.0,JMC_data
126,HNaO,HNaO,Seebeck,,[0.00042699999999999997],[380.0],0.00042699999999999997,380.0,JMC_data
127,PbTe,PbTe,Seebeck,,[0.00041],[300.0],0.00041000000000000015,300.0,JMC_data
128,PbTe,PbTe,Seebeck,,[0.0003],[300.0],0.00030000000000000003,300.0,JMC_data
129,PbTe,PbTe,Seebeck,,[0.00042699999999999997],[380.0],0.00042699999999999997,380.0,JMC_data
130,FeSb2,FeSb2,Seebeck,,[-0.045],[10.0],-0.045,10.0,JMC_data
131,AlInO50Zn48,OZn,Seebeck,,[-0.00016199999999999998],[858.0],-0.00016199999999999998,858.0,JMC_data
132,AlInO50Zn48,OZn,Seebeck,,[-0.00016199999999999998],[858.0],-0.00016199999999999998,858.0,JMC_data
133,Bi2Te3,Bi2Te3,Seebeck,,[-0.00031299999999999996],[295],-0.00031299999999999996,295.0,JMC_data
134,CuGaSe2,CuGaSe2,Seebeck,,"[0.00045, 0.0005]",[295],0.000475,295.0,JMC_data
135,GeTe,GeTe,Seebeck,,[3.36e-05],[295],3.3600000000000004e-05,295.0,JMC_data
136,BaCu2Te2,BaCu2Te2,Seebeck,,[8.8e-05],[295],8.8e-05,295.0,JMC_data
137,S,S,Seebeck,,[1e-06],[295],1e-06,295.0,JMC_data
138,BiCuOTe,BiCuOTe,Seebeck,,[0.000186],[373.0],0.000186,373.0,JMC_data
139,Ga2Te3,Ga2Te3,Seebeck,,[0.0007999999999999999],[295],0.0008,295.0,JMC_data
140,Ca60Co80K3O180,Ca3Co4O9,Seebeck,,[0.0001675],[323.0],0.0001675,323.0,JMC_data
141,SnTe,SnTe,Seebeck,,[0.00017999999999999998],[800.0],0.00018,800.0,JMC_data
142,FeSb2Te,None,Seebeck,,[0.00011999999999999999],[295],0.00012000000000000004,295.0,JMC_data
143,Ge2Sb2Te5,Ge2Sb2Te5,Seebeck,,"[0.00019999999999999998, 0.0003]",[295],0.00025,295.0,JMC_data
144,GeTe,GeTe,Seebeck,,[2.4999999999999998e-05],[295],2.5e-05,295.0,JMC_data
145,Sb2Te3,Sb2Te3,Seebeck,,[7.5e-05],[295],7.5e-05,295.0,JMC_data
146,COS,CSO,Seebeck,,[-4.0340000000000003e-05],[1000.0],-4.034e-05,1000.0,JMC_data
147,SiTa4Te4,SiTa4Te4,Seebeck,,[-0.00019999999999999998],[295],-0.0002,295.0,JMC_data
148,DEOPT,None,Seebeck,,[1.9999999999999998e-05],[423.0],2e-05,423.0,JMC_data
149,Ir100Nb100SbSn99,None,Seebeck,,[0.00039999999999999996],[400.0],0.0004,400.0,JMC_data
150,Bi2Se3,Bi2Se3,Seebeck,,[-0.00011499999999999999],[295],-0.00011499999999999999,295.0,JMC_data
151,CNTs,None,Seebeck,,[7.999999999999999e-05],[930.0],8e-05,930.0,JMC_data
152,Bi2Te3,Bi2Te3,Seebeck,,[0.000243],[930.0],0.000243,930.0,JMC_data
153,Fe5Sb11Te4,None,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
154,Cu12S13Sb4,Cu12S13Sb4,Seebeck,,[8.999999999999999e-05],[340.0],9e-05,340.0,JMC_data
155,Cu3S4Sb,Cu3S4Sb,Seebeck,,[1.9999999999999998e-05],[340.0],2e-05,340.0,JMC_data
156,Fe2Nd2O3Se2,Fe2Nd2O3Se2,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
157,Ca49DyMn50O150,CaMnO3,Seebeck,,[-0.0003],[973.0],-0.00030000000000000003,973.0,JMC_data
158,Bi2Te3,Bi2Te3,Seebeck,,[-0.00020899999999999998],[300.0],-0.00020899999999999998,300.0,JMC_data
159,Sb2Te3,Sb2Te3,Seebeck,,[0.00011999999999999999],[300.0],0.00012000000000000004,300.0,JMC_data
160,Bi2Te3,Bi2Te3,Seebeck,,[-7.999999999999999e-05],[300.0],-8e-05,300.0,JMC_data
161,BiSbSe3,BiSbSe3,Seebeck,,[-0.00047999999999999996],[295],-0.0004800000000000001,295.0,JMC_data
162,BiSe,BiSe,Seebeck,,[-5.9999999999999995e-05],[295],-6.000000000000002e-05,295.0,JMC_data
163,GeSe,GeSe,Seebeck,,[0.0006],[295],0.0006000000000000001,295.0,JMC_data
164,S2Ti,S2Ti,Seebeck,,[-0.00025],[295],-0.00025,295.0,JMC_data
165,CrCuSe2,CrCuSe2,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
166,Bi14I9Rh3,None,Seebeck,,[-0.00019999999999999998],[300.0],-0.0002,300.0,JMC_data
167,Pb,Pb,Seebeck,,[-0.000249],[295],-0.00024900000000000004,295.0,JMC_data
168,CoSb3,CoSb3,Seebeck,,[-0.00025],[473.0],-0.00025,473.0,JMC_data
169,GeTe,GeTe,Seebeck,,[3.9e-05],[300.0],3.9e-05,300.0,JMC_data
170,Cu2S3Sn,Cu2S3Sn,Seebeck,,[8.669999999999999e-05],[300.0],8.669999999999999e-05,300.0,JMC_data
171,BST,None,Seebeck,,[0.00019999999999999998],[573.0],0.0002,573.0,JMC_data
172,NSTsW,None,Seebeck,,[-7.2e-05],[310.0],-7.2e-05,310.0,JMC_data
173,NSTW,None,Seebeck,,[-7.2e-05],[310.0],-7.2e-05,310.0,JMC_data
174,BiTe6Tl9,BiTe6Tl9,Seebeck,,[0.000185],[300.0],0.000185,300.0,JMC_data
175,DEOPT,None,Seebeck,,"[1.53e-05, 1.63e-05]",[300.0],1.5799999999999998e-05,300.0,JMC_data
176,FeSb2,FeSb2,Seebeck,,[0.045],[10.0],0.045,10.0,JMC_data
177,Bi4CsTe6,Bi4CsTe6,Seebeck,,[0.00010999999999999999],[295],0.00011,295.0,JMC_data
178,O3RuSr,O3RuSr,Seebeck,,[3.4e-05],[295],3.4e-05,295.0,JMC_data
179,B4863Zr137,B,Seebeck,,[0.0006],[300.0],0.0006000000000000001,300.0,JMC_data
180,BaCdS2,BaCdS2,Seebeck,,[0.000158],[300.0],0.00015800000000000002,300.0,JMC_data
181,CNTs,None,Seebeck,,[0.00015999999999999999],[295],0.00016,295.0,JMC_data
182,Co2NaxO4,None,Seebeck,,[0.0001],[300.0],0.0001,300.0,JMC_data
183,FePb4S14Sb6,FePb4S14Sb6,Seebeck,,[0.00019999999999999998],[295],0.0002,295.0,JMC_data
184,Bi2Te3,Bi2Te3,Seebeck,,[0.00016999999999999999],[295],0.00017,295.0,JMC_data
185,OZn,OZn,Seebeck,,[0.00021999999999999998],[295],0.00022,295.0,JMC_data
186,Bi2CaCu2O8Sr2,Bi2CaCu2O8Sr2,Seebeck,,"[2e-06, 3e-06]","[300.0, 500.0]",2.5e-06,400.0,JMC_data
187,Co2NaO4,Co2NaO4,Seebeck,,[8.2e-05],[295],8.2e-05,295.0,JMC_data
188,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00015],[800.0],0.00015,800.0,JMC_data
189,CoGeTe,CoGeTe,Seebeck,,[-0.00017999999999999998],[300.0],-0.00018,300.0,JMC_data
190,Bi9Sb,Bi,Seebeck,,[-4.4999999999999996e-05],[473.0],-4.5e-05,473.0,JMC_data
191,Bi2Te3,Bi2Te3,Seebeck,,[0.000203],[300.0],0.000203,300.0,JMC_data
192,OZn,OZn,Seebeck,,[-0.00021999999999999998],[975.0],-0.00022,975.0,JMC_data
193,Ca3Co4O9,Ca3Co4O9,Seebeck,,[0.00018999999999999998],[973.0],0.00019,973.0,JMC_data
194,Bi2Ca2Co2Oy,None,Seebeck,,[0.00016999999999999999],[973.0],0.00017,973.0,JMC_data
195,S2Ti,S2Ti,Seebeck,,[-0.000251],[295],-0.000251,295.0,JMC_data
196,SnTe,SnTe,Seebeck,,[3.6e-05],[550.0],3.6e-05,550.0,JMC_data
197,Bi2SeTe2,Bi2SeTe2,Seebeck,,[1.3714285714285715e-06],[300.0],1.3714e-06,300.0,JMC_data
198,CS,None,Seebeck,,[0.000245],[673.0],0.000245,673.0,JMC_data
199,Al3CeNi2,Al3CeNi2,Seebeck,,[4.6e-05],"[200.0, 300.0]",4.6e-05,250.0,JMC_data
200,Ce5Ni2Si3,Ce14Ni6Si11,Seebeck,,[4e-06],[52.0],4e-06,52.0,JMC_data
201,CaOSnSr2,None,Seebeck,,[0.00021899999999999998],[500.0],0.00021899999999999998,500.0,JMC_data
202,CaOSnSr2,None,Seebeck,,[0.00021899999999999998],[500.0],0.00021899999999999998,500.0,JMC_data
203,Ca3OSn,Ca3OSn,Seebeck,,[9.999999999999999e-05],[295],0.0001,295.0,JMC_data
204,CdIn2O4,CdIn2O4,Seebeck,,[0.001],[673.0],0.001,673.0,JMC_data
205,DEOPT,None,Seebeck,,[1.26e-05],[295],1.26e-05,295.0,JMC_data
206,CuFeS2,CuFeS2,Seebeck,,[-0.0003],[323.0],-0.00030000000000000003,323.0,JMC_data
207,SnTe,SnTe,Seebeck,,[9e-06],[300.0],9e-06,300.0,JMC_data
208,SnTe,SnTe,Seebeck,,[9.999999999999999e-06],[300.0],1e-05,300.0,JMC_data
209,CaMnO3,CaMnO3,Seebeck,,[-0.00025],"[300.0, 1000.0]",-0.00025,650.0,JMC_data
210,Ca25Mn24MoO75,CaMnO3,Seebeck,,[-0.00010999999999999999],[295],-0.00011,295.0,JMC_data
211,Ca3Co2O6,Ca3Co2O6,Seebeck,,[0.00045],[300.0],0.00045,300.0,JMC_data
212,DEOPT,None,Seebeck,,[0.00011999999999999999],[423.0],0.00012000000000000004,423.0,JMC_data
213,AgSbSe2,AgSbSe2,Seebeck,,[0.00031],[295],0.00031,295.0,JMC_data
214,Ag50CdSb49Se100,AgSbSe2,Seebeck,,[0.000242],[295],0.000242,295.0,JMC_data
215,Bi2Te3,Bi2Te3,Seebeck,,[-0.00018219999999999998],[295],-0.00018219999999999998,295.0,JMC_data
216,Bi2Te3,Bi2Te3,Seebeck,,[-0.00018219999999999998],[300.0],-0.00018219999999999998,300.0,JMC_data
217,Bi2Te3,Bi2Te3,Seebeck,,[-0.00017999999999999998],[300.0],-0.00018,300.0,JMC_data
218,AgCuS,AgCuS,Seebeck,,[0.0017569999999999999],[364.0],0.001757,364.0,JMC_data
219,Mn2SnY,None,Seebeck,,[0.00013225999999999998],[800.0],0.00013226,800.0,JMC_data
220,DEOPT,None,Seebeck,,[1.98e-05],[278.1],1.98e-05,278.1,JMC_data
221,PbTe,PbTe,Seebeck,,[0.00011999999999999999],[295],0.00012000000000000004,295.0,JMC_data
222,AuK3O,AuK3O,Seebeck,,[0.00020531],[350.0],0.00020531,350.0,JMC_data
223,AuK3O,AuK3O,Seebeck,,[0.00021568],[295],0.00021568,295.0,JMC_data
224,AlFe2V,AlFe2V,Seebeck,,[2.4999999999999998e-05],[295],2.5e-05,295.0,JMC_data
225,Co2NaO4,Co2NaO4,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
226,Bi10Sb3Te15,None,Seebeck,,[-0.0006299999999999999],[300.0],-0.00063,300.0,JMC_data
227,PbTe,PbTe,Seebeck,,[-4.1e-05],[453.0],-4.1e-05,453.0,JMC_data
228,PbTe,PbTe,Seebeck,,[-0.00026],[453.0],-0.00026000000000000003,453.0,JMC_data
229,O15Sr4Ti5Y,O19Sr5Ti7,Seebeck,,[-0.00089],[773.0],-0.0008900000000000002,773.0,JMC_data
230,Sb2Te3,Sb2Te3,Seebeck,,"[8.3e-05, 9.2e-05]",[300.0],8.75e-05,300.0,JMC_data
231,Sb2Te3,Sb2Te3,Seebeck,,[0.00020999999999999998],[420.0],0.00021,420.0,JMC_data
232,CuLa2O4,CuLa2O4,Seebeck,,[0.00033999999999999997],[295],0.00034,295.0,JMC_data
233,Bi2Te3,Bi2Te3,Seebeck,,[-4.989999999999999e-05],[300.0],-4.99e-05,300.0,JMC_data
234,BiSe100Sn99,SeSn,Seebeck,,[-0.0009],[300.0],-0.0009000000000000002,300.0,JMC_data
235,CFNT,As2C12F12N12Zn,Seebeck,,[4.6e-05],[414.0],4.6e-05,414.0,JMC_data
236,DEOPT,None,Seebeck,,[1.6e-05],[300.0],1.6e-05,300.0,JMC_data
237,Ca9Co12O28,Ca3Co4O9,Seebeck,,[0.000118],[973.0],0.000118,973.0,JMC_data
238,SeSn,SeSn,Seebeck,,[0.00019999999999999998],[308.0],0.0002,308.0,JMC_data
239,Te,Te,Seebeck,,[0.000247],[600.0],0.00024700000000000004,600.0,JMC_data
240,Co10Na7O20,Co3Na2O6,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
241,GeSe,GeSe,Seebeck,,[0.000122],[500.0],0.000122,500.0,JMC_data
242,DGQ,None,Seebeck,,[0.000139],[600.0],0.000139,600.0,JMC_data
243,Cu2S3Sn,Cu2S3Sn,Seebeck,,[0.0003],[700.0],0.00030000000000000003,700.0,JMC_data
244,CoGeMnZr,None,Seebeck,,[-0.000106],[650.0],-0.000106,650.0,JMC_data
245,AlCoMnZr,None,Seebeck,,[3.305e-05],[1100.0],3.3050000000000004e-05,1100.0,JMC_data
246,CoGeMnZr,None,Seebeck,,[-0.000106],[650.0],-0.000106,650.0,JMC_data
247,Cu9S5,Cu9S5,Seebeck,,[1.4999999999999999e-05],[295],1.4999999999999999e-05,295.0,JMC_data
248,As2BaCd2,As2BaCd2,Seebeck,,[0.000527],[295],0.0005269999999999999,295.0,JMC_data
249,HfNiSn,HfNiSn,Seebeck,,[-6.8e-05],[295],-6.8e-05,295.0,JMC_data
250,SSn,SSn,Seebeck,,[0.000554],[295],0.000554,295.0,JMC_data
251,SeSn,SeSn,Seebeck,,[0.000503],[295],0.000503,295.0,JMC_data
252,Cu2Se,Cu2Se,Seebeck,,[0.000245],[852.0],0.000245,852.0,JMC_data
253,SeSn,SeSn,Seebeck,,[0.0005],[295],0.0005,295.0,JMC_data
254,CrSi2,CrSi2,Seebeck,,[9.999999999999999e-05],[300.0],0.0001,300.0,JMC_data
255,CrSi2,CrSi2,Seebeck,,[0.000196],[575.0],0.000196,575.0,JMC_data
256,BeLi,BeLi,Seebeck,,[-0.00045999999999999996],[50.0],-0.00046,50.0,JMC_data
257,Ag6Ce5Na4Te20,AgCeNaTe4,Seebeck,,[2.1e-05],[295],2.1e-05,295.0,JMC_data
