,sorted_name,Model,Model_Type,Specifier,Value,Temperature_Value,Value_Average,Temperature_Average
18908,Mg400Sb3Si60Sn137,PF,,PF,[0.0036000000000000003],[295],0.0036000000000000008,295.0
18909,Mg20Si3Sn7,PF,,PF,[0.0043],[295],0.0043,295.0
18910,Ge50Mg400Sb3Sn147,PF,,power factor,[0.0045000000000000005],[295],0.0045000000000000005,295.0
18911,Bi23Cu25O25Sb2Se23Te2,PF,,maximum power factor,[0.0007199999999999999],[873.0],0.00072,873.0
18912,Bi23Cu25O25Sb2Se23Te2,PF,,highest power factor,[0.00069],[873.0],0.0006900000000000001,873.0
18913,BiCuOSe,PF,,highest power factor,[0.00028000000000000003],[873.0],0.00028000000000000003,873.0
18914,Bi23Cu25O25Sb2Se23Te2,PF,,highest power factor,[0.0007199999999999999],[873.0],0.00072,873.0
18915,Bi23Cu25O25Sb2Se23Te2,PF,,maximum power factor,[0.0007199999999999999],[873.0],0.00072,873.0
18916,BST,PF,,power factor,[0.0029],[295],0.0029,295.0
18917,BST,PF,,average power factor,[0.00275],[295],0.0027500000000000003,295.0
18918,Bi2Se3,PF,,power factor,[700000.0],[295],700000.0,295.0
18919,Al60C2Yb21,PF,,power factor,[0.02],[323.0],0.02,323.0
18920,SbZn,PF,,maximum power factor,[0.00038],[553.0],0.00037999999999999997,553.0
18921,NbRuSb,PF,,optimal power factors,[0.011],[800.0],0.011000000000000001,800.0
18922,FeNbSb,PF,,optimal power factors,[0.0055],[800.0],0.0055000000000000005,800.0
18924,Ba27Co400Pb3Sb1150Te50,PF,,highest power factor,[0.003164],[663.0],0.003164,663.0
18925,Ba14Co400Pb23Sb1150Te50,PF,,PF,[0.0031600000000000005],[295],0.00316,295.0
18926,AgBi3S5,PF,,maximum power factor,[0.00022099999999999998],[573.0],0.000221,573.0
18930,Ca9Mn10O30Yb,PF,,maximum power factor,[0.00011000000000000002],[973.0],0.00011,973.0
18934,Ag39Sb336Te625,PF,,power factors,[2.2999999999999996e-06],[295],2.3e-06,295.0
18937,BiHfRh,PF,,maximum power factor,[0.01088],[1300.0],0.010879999999999999,1300.0
18938,NiSnZr,PF,,power factor,[0.0034],"[800.0, 1000.0]",0.0034,900.0
18939,Bi2S3,PF,,highest PF,[0.00069],[582.0],0.0006900000000000001,582.0
18940,Bi2S3,PF,,power factor,[0.00069],[582.0],0.0006900000000000001,582.0
18941,O8Rh4Zn,PF,,highest PF,[0.00022999999999999998],[873.0],0.00022999999999999998,873.0
18942,O7Sr3Ti2,PF,,PF,[0.0002],[873.0],0.0002,873.0
18943,Cr97Cu100Mg3O200,PF,,PF,[0.0002],[950.0],0.0002,950.0
18944,AgO3Sb,PF,,PF,[0.000724],[1073.0],0.0007239999999999999,1073.0
18945,Ca24GdMn24NbO75,PF,,highest power factor,[0.000225],[800.0],0.000225,800.0
18946,Ca24GdMn24NbO75,PF,,maximum power factor,[0.000225],[800.0],0.000225,800.0
18947,Bi3Sn97Te100,PF,,power factor,[0.002],[900.0],0.002,900.0
18948,PbTe,PF,,power factor,[0.0025],[900.0],0.0025,900.0
18949,Bi2S3,PF,,power factor,[5.8299999999999994e-05],[573.0],5.83e-05,573.0
18950,Bi397S600Sn3,PF,,power factor,[0.00022449999999999998],[573.0],0.0002245,573.0
18951,O2Si,PF,,power factor,[0.00034899999999999997],[1073.0],0.000349,1073.0
18952,Ca3Co4O9,PF,,maximum power factor,[0.00021],[553.0],0.00021,553.0
18953,Co20LiSb60,PF,,PF,[0.004399999999999999],[295],0.0044,295.0
18954,Co100Li9Sb300,PF,,PF,[0.0060999999999999995],[295],0.0061,295.0
18955,Na2Te,PF,,power factor,[0.00128],[700.0],0.00128,700.0
18956,Bi2Co2OySr2,PF,,power factor,[0.000307],[973.0],0.000307,973.0
18957,BCOS,PF,,maximum PF,[0.00028199999999999997],[1000.0],0.000282,1000.0
18958,Bi8Co10Oy5Pb2Sr10,PF,,power factor,[0.000307],[973.0],0.000307,973.0
18959,MoS2,PF,,power factor,[0.0085],[295],0.0085,295.0
18960,MoS2,PF,,power factor,[0.028],[300.0],0.027999999999999997,300.0
18961,GeSbTe,PF,,power factor,[0.000349],[673.0],0.000349,673.0
18962,Sb2Te3,PF,,power factor,[0.0029000000000000002],[295],0.0029,295.0
18963,Co97Pd3Sb300,PF,,power factor,[0.0043],[700.0],0.0043,700.0
18965,Co97Pd3Sb300,PF,,maximum power factor,[0.0043],[700.0],0.0043,700.0
18966,Co97Pd3Sb300,PF,,maximum power factor,[0.0043],[700.0],0.0043,700.0
18968,Co97Pd3Sb300,PF,,maximum power factor,[0.0043],[700.0],0.0043,700.0
18970,CCaO3,PF,,power factor,[0.0001],[1000.0],0.0001,1000.0
18971,Fe7NiSb24Yb2,PF,,power factor,[0.0026000000000000003],[723.0],0.0026000000000000003,723.0
18972,Al2O3,PF,,power factor,[0.00026000000000000003],[295],0.00026000000000000003,295.0
18973,BiCuOSe,PF,,power factor,[0.00025],[773.0],0.00025,773.0
18975,GeSbSn23Te25,PF,,maximum power factor,[0.0022600000000000003],[873.0],0.0022600000000000003,873.0
18976,Bi30Cl6Sb20Se69,PF,,maximum power factor,[0.000319],[300.0],0.000319,300.0
18977,Co5Hf4Sb4SnTi,PF,,power factor,[0.0025700000000000002],[1073.0],0.00257,1073.0
18978,CT2,PF,,power factor,[3.7999999999999995e-05],[550.0],3.8e-05,550.0
18979,CT6,PF,,power factor,[0.000102],[550.0],0.000102,550.0
18980,SSn,PF,,power factors,[0.003],[300.0],0.003,300.0
18981,SSn,PF,,highest power factor,[0.003],[300.0],0.003,300.0
18982,SSn,PF,,highest power factor,[0.0001],[300.0],0.0001,300.0
18983,In3PbSn96Te100,PF,,PF,[0.00204],[873.0],0.0020399999999999997,873.0
18984,Fe20Nb19Sb20Ti,PF,,power factor,[0.0106],[295],0.0106,295.0
18985,Sb100SnTe151,PF,,power factor,[0.00196],[423.0],0.0019600000000000004,423.0
18986,Sb2Te3,PF,,power factor,[0.0015300000000000001],[323.0],0.00153,323.0
18987,Sb,PF,,peak power factor,[0.0032],[610.0],0.0032,610.0
18988,Mg2Si,PF,,peak power factor,[0.0029],[500.0],0.0029,500.0
18989,Ag103In500Se800,PF,,highest power factor,[0.00046],[779.0],0.00045999999999999996,779.0
18990,FeSb2,PF,,power factor,[0.1],[10.0],0.1,10.0
18991,NiSbY,PF,,power factors,"[0.004, 0.005]",[295],0.0045000000000000005,295.0
18993,NiSbY,PF,,PF,[0.004],[295],0.004,295.0
18994,BiSb9Te15,PF,,maximum power factor,[0.0018000000000000002],[300.0],0.0018000000000000004,300.0
18995,Ni20Sn20TaZr19,PF,,PF,[0.0037199999999999998],[780.0],0.00372,780.0
18996,NiSnTi,PF,,power factors,[7.0],[650.0],7.0,650.0
18997,Ba80Bi79Co80NaOy40,PF,,maximum power factor,[0.000196],[923.0],0.000196,923.0
18998,SSn,PF,,power factors,"[1e-05, 0.0001]",[573.0],5.5e-05,573.0
19001,SeSn,PF,,power factors,"[0.00039000000000000005, 0.00048]",[773.0],0.00043499999999999995,773.0
19002,CuInSn7Te9,PF,,power factors,[0.00064],[300.0],0.00064,300.0
19003,Se9Sn10Te,PF,,maximum S2σ,[0.00068],[450.0],0.0006799999999999999,450.0
19004,SeSn,PF,,maximum S2σ,[0.0002],[450.0],0.0002,450.0
19005,Pb995Sb4Se1000,PF,,power factor,[0.0021000000000000003],[773.0],0.0021000000000000003,773.0
19006,GeSe,PF,,maximum power factor,[0.0019100000000000002],[623.0],0.00191,623.0
19007,OZn,PF,,highest power factor,[0.0015],[1173.0],0.0015,1173.0
19009,Bi4Co5SnZr5,PF,,power factor,[0.0025],[295],0.0025,295.0
19010,GeP2Si,PF,,PF,[0.003144],[1023.0],0.003144,1023.0
19011,GeSi,PF,,power factor,[0.003144],[1023.0],0.003144,1023.0
19012,Bi100O99SSe50,PF,,PF,[0.00033],[321.0],0.00033000000000000005,321.0
19017,Bi2Te3,PF,,power factors,[4.0],[473.0],4.0,473.0
19018,Bi2Te3,PF,,power factor,[4.0],[473.0],4.0,473.0
19019,SbSnTe,PF,,power factor,[0.76],[300.0],0.76,300.0
19020,SbSnTe,PF,,power factor maximum,[0.0017],[300.0],0.0017,300.0
19021,SbSnTe,PF,,maximum power factor,[0.47000000000000003],[600.0],0.47,600.0
19022,Co9NiSb10Zr10,PF,,power factors,[0.0033],[873.0],0.0033,873.0
19023,Co9Hf5NiSb10Zr5,PF,,power factors,[0.0033],[873.0],0.0033,873.0
19024,In2O3,PF,,power factor,[0.001],[1100.0],0.001,1100.0
19025,Se103Sn100,PF,,highest PF,[0.00025],[773.0],0.00025,773.0
19026,Bi2Te3,PF,,maximum power factor,[0.0043],[130.0],0.0043,130.0
19027,Cu9S5,PF,,PF,[0.001237],[773.0],0.0012369999999999998,773.0
19028,CSi,PF,,PF,[0.000971],[773.0],0.0009710000000000001,773.0
19029,Bi9Cu9NiO10PbSe10,PF,,highest PF,[0.00061],[873.0],0.0006100000000000001,873.0
19030,BiCuOSe,PF,,highest PF,[0.00028000000000000003],[873.0],0.00028000000000000003,873.0
19031,Bi9Cu9NiO10PbSe10,PF,,maximum power factor,[0.00064],[873.0],0.00064,873.0
19032,Cu2MnTe2,PF,,power factor,[0.002],[700.0],0.002,700.0
19033,SeSn,PF,,maximum power factor,[0.004],[300.0],0.004,300.0
19034,SSn,PF,,maximum power factor,[0.0053],[300.0],0.0053,300.0
19035,C2O,PF,,power factors,[0.00012],[295],0.00012000000000000003,295.0
19036,C2O,PF,,power factor,[0.00018],[295],0.00018,295.0
19037,Bi2Se3,PF,,power factor,[0.00015000000000000001],[295],0.00015,295.0
19038,RS2,PF,,power factor,[0.00051],[900.0],0.0005099999999999999,900.0
19039,Cu2Se,PF,,power factor,[0.00131],[875.0],0.0013100000000000002,875.0
19040,InSn37Sr2Te40,PF,,power factor,[0.0033880000000000004],[823.0],0.0033880000000000004,823.0
19041,InSn37Sr2Te40,PF,,S2σ,[0.0033880000000000004],[823.0],0.0033880000000000004,823.0
19042,InSn37Sr2Te40,PF,,S2σ,[0.0033880000000000004],[823.0],0.0033880000000000004,823.0
19043,InSn37Sr2Te40,PF,,peak S2σ,[0.0033880000000000004],[823.0],0.0033880000000000004,823.0
19044,OZn,PF,,power factor,[0.000132],"[325.0, 750.0]",0.00013199999999999998,537.5
19045,CaMnO3,PF,,power factor,[0.00025],[300.0],0.00025,300.0
19046,Ca25Mn24O75Ta,PF,,power factor,[0.00045000000000000004],"[326.0, 947.0]",0.00045,636.5
19047,CMoO2Ti,PF,,p - type power factors,[0.00498],[295],0.00498,295.0
19048,C2Mo2Ti,PF,,highest S2σ,[0.000309],[800.0],0.000309,800.0
19049,CMoO2Ti,PF,,p - type power factors,"[0.0033700000000000006, 0.00498]",[295],0.004175,295.0
19050,CMoO2Ti,PF,,p - type power factors,"[0.0033700000000000006, 0.00498]",[295],0.004175,295.0
19052,O,PF,,power factor,[1e-07],[300.0],1e-07,300.0
19053,Mg9Si11,PF,,power factor,[2e-05],[300.0],2e-05,300.0
19054,Mg2Si,PF,,power factor,[0.0018000000000000002],[300.0],0.0018000000000000004,300.0
19055,Ni3O100Zn97,PF,,highest power factor,[0.0006],[1000.0],0.0006000000000000001,1000.0
19056,Ni3O100Zn97,PF,,PF,[0.0005600000000000001],[900.0],0.0005600000000000001,900.0
19057,Cu2Te,PF,,power factor,[0.00015000000000000001],[300.0],0.00015,300.0
19058,Cu197Ga3Te100,PF,,PF,[0.00022999999999999998],[600.0],0.00022999999999999998,600.0
19059,Cu49Fe10S40Zn,PF,,power factor,[0.00025],[590.0],0.00025,590.0
19060,Cu49Fe10S40Zn,PF,,power factor,[0.00027],[590.0],0.00027,590.0
19061,CoCu124Fe25S100,PF,,PF,[0.0003],[590.0],0.00030000000000000003,590.0
19062,Co2Cu248Fe49S200Zn,PF,,power factor,[0.00035],[590.0],0.00035000000000000005,590.0
19063,Cu49Fe10S40Zn,PF,,maximum power factor,[0.00027],[590.0],0.00027,590.0
19067,AlO50Zn4,PF,,σS2,[0.0014500000000000001],[673.0],0.00145,673.0
19070,Bi10Mg57Sb30Y3,PF,,power factor,[0.0016300000000000002],[773.0],0.0016300000000000002,773.0
19071,Bi100Mg600Sb300Y7,PF,,power factor,[0.0015800000000000002],[773.0],0.00158,773.0
19072,Bi25Mg151Sb75Y,PF,,peak power factor,[0.00193],[573.0],0.00193,573.0
19073,Cu40Se23,PF,,PF,[0.0005909999999999999],[550.0],0.0005909999999999999,550.0
19074,Cu40Se23,PF,,PF,[0.00048499999999999997],[700.0],0.000485,700.0
19075,Cu10Mg2Mn9O20,PF,,highest PF,[3.95e-06],[295],3.95e-06,295.0
19076,Cu10Mn11O20,PF,,highest PF,[6.28e-09],[295],6.3e-09,295.0
19077,Cu10Mg2Mn9O20,PF,,highest power factor,[3.95e-06],[295],3.95e-06,295.0
19078,Co40Sb111Sn3Te6,PF,,PF,[0.001135],[295],0.001135,295.0
19079,AINP,PF,,maximum power factor,[7e-08],[295],7e-08,295.0
19080,CuInTe2,PF,,PF,[9.3e-05],[295],9.300000000000001e-05,295.0
19082,Co100S99Sb100Se,PF,,maximum power factor,[0.0011],[900.0],0.0011,900.0
19084,Co100S99Sb100Se,PF,,highest power factor,[0.0011],[900.0],0.0011,900.0
19085,SnTe,PF,,power factor,[0.0019],[900.0],0.0019,900.0
19086,Sn24Te25Zn2,PF,,power factor,[0.0034000000000000002],[300.0],0.0034,300.0
19087,SnTe,PF,,power factor,[0.0033880000000000004],[823.0],0.0033880000000000004,823.0
19088,Cu2S,PF,,power factor,[0.001361],[850.0],0.001361,850.0
19089,In2S3,PF,,power factor,[0.001361],[850.0],0.001361,850.0
19090,In2S3,PF,,power factor,[0.001361],[850.0],0.001361,850.0
19091,In2S3,PF,,power factor,[0.001361],[850.0],0.001361,850.0
19092,SeSn,PF,,PF,[0.0001],[823.0],0.0001,823.0
19093,Cu2S,PF,,S2σ,[3e-06],[1000.0],3e-06,1000.0
19094,HNaO,PF,,S2σ,[9.800000000000001e-06],[833.0],9.800000000000001e-06,833.0
19095,DEOPT,PF,,maximum power factor,[7.5e-05],[483.0],7.5e-05,483.0
19096,Ti,PF,,power factor,[0.00128],[573.0],0.00128,573.0
19097,Cu25Fe5S18Se2,PF,,power factor,[0.0004900000000000001],[540.0],0.0004900000000000001,540.0
19098,NaPb24Te25,PF,,S2 / ρ,[0.003],[295],0.003,295.0
19099,Pb37Se8Te32Yb3,PF,,maximum S2σ,[0.004525609999999999],[523.0],0.00452561,523.0
19100,CNSTW,PF,,power factor,[7.309999999999999e-05],[298.0],7.31e-05,298.0
19101,CNSTW,PF,,power factor,[4.4899999999999994e-05],[298.0],4.49e-05,298.0
19104,NaNi19O20,PF,,power factor,[0.00033],[1260.0],0.00033000000000000005,1260.0
19105,NaNi19O20,PF,,power factor,[0.00033],[1260.0],0.00033000000000000005,1260.0
19106,Ca3Co4O9,PF,,power factor,[8.2e-05],[295],8.2e-05,295.0
19108,SeSn,PF,,maximum power factor,[0.000183],[810.0],0.000183,810.0
19109,DEOPT,PF,,power factor,[0.0003],[295],0.00030000000000000003,295.0
19110,DEOPT,PF,,power factor,[0.0003],[295],0.00030000000000000003,295.0
19111,DEOPT,PF,,PF,[0.00015099999999999998],[413.0],0.00015099999999999998,413.0
19112,DEOPT,PF,,PF,"[2.9e-05, 0.0003]",[295],0.00016450000000000001,295.0
19113,CNSTW2,PF,,PF,[0.0003],[295],0.00030000000000000003,295.0
19114,Ca300Co397Cu3O900,PF,,PF,[0.00021],[1073.0],0.00021,1073.0
19115,Al2O100TiZn97,PF,,power factor,[0.00038],[1073.0],0.00037999999999999997,1073.0
19116,Al2O100TiZn97,PF,,power factor,[0.00038],[1073.0],0.00037999999999999997,1073.0
19117,Al2O100TiZn97,PF,,power factor,[0.00038],[1073.0],0.00037999999999999997,1073.0
19118,Ca3CeFe16Sb48,PF,,maximum power factor,[0.00275],[800.0],0.0027500000000000003,800.0
19119,SeSn,PF,,power factor,[0.0055000000000000005],[295],0.0055000000000000005,295.0
19120,MoS2,PF,,power factor,[0.000732],[600.0],0.000732,600.0
19122,DEOPT,PF,,PFs,[0.00046899999999999996],[295],0.000469,295.0
19124,Cl3Fe,PF,,average PFs,[4.6e-05],[295],4.6e-05,295.0
19125,Cl3Fe,PF,,PF,[3.9e-06],[295],3.9e-06,295.0
19126,Bi2Te3,PF,,PF,[0.0045000000000000005],[298.0],0.0045000000000000005,298.0
19127,AlMn2V,PF,,maximum PF,[0.00027000000000000006],[717.0],0.00027,717.0
19130,S5Se44Sn50Te,PF,,maximum power factor,[0.00054],[423.0],0.00054,423.0
19131,NaSe84Sn99Te16,PF,,PF,[0.00033],[473.0],0.00033000000000000005,473.0
19132,FeNbSb,PF,,PF,[0.0106],[295],0.0106,295.0
19133,FeNbSb,PF,,maximum PF,[0.0117],[300.0],0.0117,300.0
19134,BiLi2Tl,PF,,PFs,[0.019],[0.6666666666666666],0.019,0.6666666667000001
19135,GeSe,PF,,maximum power factor,[0.00405],[800.0],0.004050000000000001,800.0
19136,GeSe,PF,,maximum power factor,[0.00445],[800.0],0.00445,800.0
19137,NdOSbZn,PF,,highest power factor,[0.00030000000000000003],[773.0],0.00030000000000000003,773.0
19138,Co400In23Sb1200,PF,,power factor,[0.0038],[295],0.0038,295.0
19139,Ba15Co400In16Sb1200,PF,,maximum power factor,[0.004],[850.0],0.004,850.0
19140,Bi199CrTe300,PF,,highest power factor,[0.00182],[325.0],0.00182,325.0
19141,PbTe,PF,,power factor,[0.0018780000000000001],[295],0.0018780000000000001,295.0
19142,CrGeTi2,PF,,power factor,[0.1014],[295],0.1014,295.0
19143,Fe70Ni10Sb240Yb19,PF,,power factor,[0.0017000000000000001],[295],0.0017,295.0
19144,Co5Fe3Sb24Yb,PF,,power factor,[0.00036],[295],0.00036,295.0
19145,Ca49Mn49NbO150Yb10,PF,,highest power factor,[0.000145],[950.0],0.000145,950.0
19146,Ca49Lu10Mn49NbO150,PF,,highest power factor,[0.000125],[950.0],0.000125,950.0
19147,DEOPT,PF,,power factor,[0.00014780000000000001],[295],0.00014780000000000001,295.0
19148,DEOPT,PF,,PFs,[9.999999999999999e-05],[295],0.0001,295.0
19149,Bi2Te3,PF,,power factor,[0.0015],[295],0.0015,295.0
19150,B10Cu3In20Sb377Te600,PF,,PF,[0.00157],[673.0],0.0015700000000000002,673.0
19151,Ag2Se,PF,,power factor,[0.0009874],[300.0],0.0009874,300.0
19152,Ag2Te,PF,,power factor,[8.499999999999999e-05],[295],8.499999999999999e-05,295.0
19154,Ag2Se,PF,,power factor,[0.00244],[295],0.0024400000000000003,295.0
19155,Ag2Se,PF,,power factor,[0.0009874],[300.0],0.0009874,300.0
19156,SeSn,PF,,power factor,[0.0009],[773.0],0.0009000000000000002,773.0
19157,FeNbSb,PF,,power factor,[0.0106],[295],0.0106,295.0
19158,OZn,PF,,power factor,[8.86e-05],[383.0],8.859999999999999e-05,383.0
19159,Bi2Te3,PF,,power factor,[0.0029000000000000002],"[303.0, 438.0]",0.0029,370.5
19160,SnTe,PF,,power factor,[0.003],[300.0],0.003,300.0
19161,SnTe,PF,,power factor,[0.002],[300.0],0.002,300.0
19162,SnTe,PF,,power factor,[0.00117],[295],0.00117,295.0
19163,Mn7Sn100Te100,PF,,power factor,[0.0005],[295],0.0005,295.0
19164,MnSn100Te100,PF,,highest power factor,[0.00319],[820.0],0.0031899999999999997,820.0
19167,Bi2Te3,PF,,PF,[0.0019],[295],0.0019,295.0
19168,Ge87P3Sb10Te100,PF,,S2σ,[0.00103],[323.0],0.00103,323.0
19169,CS2,PF,,power factor,[1.16e-06],[295],1.16e-06,295.0
19170,CuSbSe2,PF,,power factor,[1.16e-06],[295],1.16e-06,295.0
19171,Ag3NaSe200Sn196,PF,,highest PF,[0.05],[673.0],0.05,673.0
19172,Ag3NaSe200Sn196,PF,,PF,[0.05],[773.0],0.05,773.0
19175,PbTe,PF,,power factor,[0.002],[773.0],0.002,773.0
19176,O3SrTi,PF,,power factor,"[2.8000000000000003, 3.6]",[295],3.2,295.0
19177,Bi3Ca97Mn100O300,PF,,maximum power factor,[0.000467],[423.0],0.000467,423.0
19178,BiCa9Mn10O30,PF,,highest power factor,[0.00028],[1073.0],0.00028000000000000003,1073.0
19179,Bi3Ca97Mn100O300,PF,,PF,[0.000467],[423.0],0.000467,423.0
19180,CoCu10S15Sn4,PF,,highest PF,[0.00094],[723.0],0.00094,723.0
19181,Bi2Te3,PF,,highest power factors,[0.002756],[325.0],0.002756,325.0
19182,DEOPT,PF,,peak S2σ,[0.000312],[295],0.000312,295.0
19183,BST,PF,,S2σ,[0.000312],[295],0.000312,295.0
19184,MoS2,PF,,PF‖,[1.7999999999999998e-12],[300.0],0.0,300.0
19185,CrGeTe3,PF,,power factor,[4e-05],[600.0],4e-05,600.0
19186,CrGeTe3,PF,,PF⊥,[90.0],[673.0],90.0,673.0
19187,InSiTe3,PF,,power factors,[3.52],[473.0],3.52,473.0
19188,AlCuO2,PF,,power factor,[0.00010400000000000001],[1073.0],0.00010400000000000001,1073.0
19189,AlCuO2,PF,,power factors,[4.980000000000001e-05],[1140.0],4.98e-05,1140.0
19190,Al9CaCu10O20,PF,,power factor,[7.82e-05],[1140.0],7.819999999999999e-05,1140.0
19191,Al9Cu10FeO20,PF,,power factor,[0.00011000000000000002],[1140.0],0.00011,1140.0
19192,Al9Cu10FeO20,PF,,power factor,[5.4900000000000006e-05],[873.0],5.489999999999999e-05,873.0
19193,CNSTW,PF,,power factor,[0.00028399999999999996],[295],0.000284,295.0
19194,Fe3O4,PF,,power factors,[0.025500000000000002],[260.0],0.0255,260.0
19195,Fe3O4,PF,,power factor,[0.001],[300.0],0.001,300.0
19196,BST,PF,,PF,[0.004],[300.0],0.004,300.0
19197,Bi2Te3,PF,,α2σ,"[0.008, 0.009000000000000001]","[100.0, 200.0]",0.0085,150.0
19198,Bi19Cu20FNaO19Se20,PF,,power factor,[0.00021200000000000003],[923.0],0.000212,923.0
19199,Se100Sm3Sn97,PF,,maximum power factor,[0.000214],[823.0],0.00021400000000000002,823.0
19200,Se100Sm3Sn97,PF,,power factor,[0.000214],[823.0],0.00021400000000000002,823.0
19202,Ba3Co36Fe4Sb120Yb3,PF,,power factor,[0.0047],[800.0],0.0047,800.0
19203,Ba3Co36Fe4Sb120Yb3,PF,,highest power factor,[0.0047],[800.0],0.0047,800.0
19204,Ultrathin,PF,,PF,[0.000157],[523.0],0.000157,523.0
19205,OZn,PF,,maximum power factor,[2.8e-05],[343.0],2.8000000000000003e-05,343.0
19206,IInPb249Te249,PF,,power factor,[0.0026000000000000003],[295],0.0026000000000000003,295.0
19207,FeI2,PF,,power factors,[5.900000000000001e-05],[295],5.9e-05,295.0
19212,BaBi9Cu10O10Se9Te,PF,,highest power factor,[0.0007199999999999999],[873.0],0.00072,873.0
19213,BiCuOSe,PF,,highest power factor,[0.00028000000000000003],[873.0],0.00028000000000000003,873.0
19214,BaBi9Cu10O10Se9Te,PF,,maximum power factor,[0.00098],[873.0],0.0009800000000000002,873.0
19215,Bi2S3,PF,,peak power factor,[0.00031],[773.0],0.00031,773.0
19216,Bi2S3,PF,,power factor,[0.00031],[773.0],0.00031,773.0
19217,BiSb3Te6,PF,,maximum power factor,[0.00038300000000000004],[475.0],0.000383,475.0
19218,BiSb3Te6,PF,,maximum power factor,[0.00038300000000000004],[475.0],0.000383,475.0
19219,BaMoO3,PF,,power factor,[0.0008],[295],0.0008,295.0
19220,Carrier,PF,,power factors,[0.001],[295],0.001,295.0
19221,GeTe,PF,,power factor,[0.0038],[800.0],0.0038,800.0
19222,Cd3Ge89Sb8Te100,PF,,highest PF,[3.27e-05],[500.0],3.2699999999999995e-05,500.0
19223,Cd3Ge97Te100,PF,,PF,[2.4399999999999997e-05],[500.0],2.44e-05,500.0
19224,Cd3Ge89Sb8Te100,PF,,power factor,[3.6e-05],[700.0],3.6e-05,700.0
19225,Bi48Ge2O50Se25,PF,,highest power factor,[0.000433],[573.0],0.000433,573.0
19227,Cu97Fe103S200,PF,,power factor,[0.001],"[400.0, 600.0]",0.001,500.0
19228,CeOSbZn,PF,,PF,[4.4e-05],[727.0],4.4e-05,727.0
19229,Ce9O10Sb10Sr,PF,,PF,[0.00016999999999999999],[727.0],0.00016999999999999999,727.0
19230,Bi2Te3,PF,,power factor,[0.001],[295],0.001,295.0
19231,Mg16Si3Sn5,PF,,power factor,[0.006200000000000001],[550.0],0.006200000000000001,550.0
19232,AgBi20Cu19O20Se20,PF,,maximum power factor,[0.00036700000000000003],[750.0],0.000367,750.0
19233,AgBi20Cu19O20Se20,PF,,highest power factor,[0.00036700000000000003],[750.0],0.000367,750.0
19234,BiCuOSe,PF,,highest power factor,[0.000254],[750.0],0.000254,750.0
19235,Co400S7Sb1130Te63,PF,,highest power factor,[4320.0],[800.0],4320.0,800.0
19236,Co400Sb1130Se7Te63,PF,,highest power factor,[4160.0],[800.0],4160.0,800.0
19237,Ti,PF,,power factors,[0.00166],[300.0],0.0016600000000000002,300.0
19238,O3SrTi,PF,,power factor,[0.001318],[570.0],0.001318,570.0
19239,Cu59Sb20Se80,PF,,power factor,[0.00089],[523.0],0.0008900000000000002,523.0
19240,Ni60Sb79TeZr60,PF,,power factor,[0.00172],[773.0],0.0017200000000000002,773.0
19241,Ni3Sb4Zr3,PF,,power factor,[5e-06],[773.0],5e-06,773.0
19242,Ag,PF,,highest power factor,[0.00030000000000000003],[873.0],0.00030000000000000003,873.0
19243,Cu300Hf6Sb91Se400Sn3,PF,,maximum power factor,[0.001008],[623.0],0.001008,623.0
19244,Cu150Hf3Sb45Se200Sn2,PF,,maximal power factor,[0.001008],[623.0],0.001008,623.0
19246,COS,PF,,maximum power factor,[0.004200000000000001],[600.0],0.004200000000000001,600.0
19247,COS,PF,,power factor,[0.004],[600.0],0.004,600.0
19248,Cu17Se10,PF,,S2σ,[0.0009000000000000001],[773.0],0.0009000000000000002,773.0
19249,CoSi,PF,,power factor,[0.0063],[295],0.0063,295.0
19250,Ce3Pr,PF,,power factor,[0.0032],[823.0],0.0032,823.0
19251,Cu20S9Se,PF,,PF,[0.0002605],[723.0],0.0002605,723.0
19252,Cu40S17Se3,PF,,maximum PF,[0.00031319999999999997],[723.0],0.0003132,723.0
19253,NbO300Sr100Ti99,PF,,power factor,[0.005],[50.0],0.005,50.0
19254,Co12Fe3S10Sn10,PF,,power factor,[0.00103],[295],0.00103,295.0
19255,Co12Fe3S10Sn10,PF,,power factor,[0.00103],[295],0.00103,295.0
19257,FeLaO3,PF,,power factor,[7.800000000000001e-05],[650.0],7.8e-05,650.0
19258,BaFe10O30,PF,,power factor,[0.000373],[650.0],0.000373,650.0
19259,SeSn,PF,,maximum power factor,[0.0005700000000000001],[915.0],0.0005700000000000001,915.0
19260,Co19NiSb20Ti20,PF,,maximum power factor,[0.0016],[900.0],0.0016,900.0
19261,Co19NiSb20Ti20,PF,,power factor,[0.0016],[750.0],0.0016,750.0
19262,Co9La10NiO29,PF,,power factor,[0.00027000000000000006],[295],0.00027,295.0
19263,FeSi,PF,,power factor,[0.013600000000000001],[56.0],0.0136,56.0
19264,FeSi,PF,,power factor,[0.013600000000000001],[56.0],0.0136,56.0
19265,CoSi,PF,,power factor,[0.0045000000000000005],[295],0.0045000000000000005,295.0
19267,Mn100Si173,PF,,power factor,[0.000173],[1150.0],0.000173,1150.0
19268,CoNaO2,PF,,PF,[0.005],[300.0],0.005,300.0
19269,Co3S2Sn2,PF,,power factor,[0.00053],[300.0],0.0005300000000000001,300.0
19271,NiSnTi,PF,,highest power factor,[0.0018050000000000002],[773.0],0.001805,773.0
